Age,Income,Eco_Awareness,Event_Frequency,Online_Shopper,Preferred_Product,Monthly_Spend,Purchase_Intent
47,Low,4,8,1,Spoons,866.45,1
35,Low,2,9,1,Trays,695.21,1
34,Low,2,7,0,Spoons,594.78,0
43,Medium,1,7,1,Trays,571.68,1
25,Medium,3,8,0,Combo Pack,788.87,0
57,Low,2,6,0,Plates,515.9,0
29,Medium,3,8,0,Bowls,823.9,0
44,Low,2,9,0,Bowls,678.02,0
25,Low,5,1,0,Trays,656.99,0
42,Medium,5,5,0,Trays,861.92,1
21,Medium,1,2,1,Spoons,344.28,0
50,Medium,1,5,1,Bowls,539.08,1
18,Low,3,2,0,Spoons,431.77,0
36,High,2,7,1,Combo Pack,647.38,1
48,Medium,4,3,1,Bowls,636.18,1
33,Medium,1,9,1,Combo Pack,671.69,1
31,Medium,4,5,1,Plates,760.78,1
22,High,4,8,0,Spoons,882.37,1
58,Medium,2,1,1,Trays,327.95,0
43,Medium,3,1,1,Bowls,394.18,0
45,High,2,6,1,Spoons,649.39,1
19,Medium,1,1,1,Trays,272.96,0
23,Medium,4,1,1,Plates,595.89,1
26,Medium,2,3,1,Bowls,434.48,0
50,Low,2,8,0,Combo Pack,667.16,0
58,Low,2,7,0,Plates,596.08,0
42,Medium,1,1,0,Trays,267.95,0
30,High,3,7,0,Bowls,698.01,0
26,High,2,3,0,Bowls,542.43,0
30,Low,1,1,1,Plates,184.62,0
48,Medium,4,9,1,Bowls,963.68,1
58,Low,5,6,1,Trays,978.34,1
28,High,1,5,1,Plates,479.95,1
21,High,5,9,1,Combo Pack,1058.78,1
51,Medium,2,4,1,Plates,451.58,0
55,High,2,0,1,Plates,230.91,0
21,Medium,1,1,1,Combo Pack,288.5,0
55,Medium,5,7,0,Trays,1025.31,1
36,Low,2,0,0,Spoons,278.06,0
23,Medium,4,2,0,Spoons,543.05,0
51,Medium,3,1,1,Combo Pack,327.09,0
35,Medium,3,4,1,Trays,550.96,0
30,Low,2,3,0,Bowls,444.32,0
58,High,5,6,0,Combo Pack,979.96,1
40,Low,2,4,1,Spoons,533.66,0
36,Medium,5,7,1,Trays,965.25,1
28,Medium,4,3,0,Plates,629.99,0
18,Medium,5,5,1,Trays,820.84,1
41,Medium,2,3,1,Trays,520.28,0
24,Low,4,1,1,Spoons,560.04,1
42,Low,1,0,0,Spoons,94.87,0
38,Medium,3,0,0,Bowls,366.32,0
32,Medium,2,7,0,Bowls,607.09,0
18,Low,2,3,0,Combo Pack,422.69,0
29,Medium,2,4,1,Plates,528.15,0
24,Medium,4,7,0,Bowls,844.63,1
32,Medium,1,6,1,Spoons,496.16,1
38,High,5,7,0,Trays,1015.67,1
36,Low,1,7,1,Combo Pack,515.18,1
46,Low,4,5,0,Bowls,843.21,1
42,Medium,2,9,1,Trays,716.43,1
50,Medium,3,1,1,Trays,454.46,0
49,Medium,2,5,1,Bowls,535.94,1
52,High,5,0,0,Plates,606.17,0
55,High,3,0,0,Plates,422.23,0
43,High,2,2,1,Combo Pack,421.69,0
28,Medium,3,2,0,Plates,462.34,0
52,Medium,1,4,0,Combo Pack,343.85,0
25,Medium,4,0,0,Spoons,625.16,0
31,Low,2,9,1,Bowls,725.8,1
27,Medium,5,5,1,Trays,884.96,1
19,Low,1,6,0,Combo Pack,419.62,0
26,High,2,9,0,Plates,736.02,0
20,Medium,1,2,0,Combo Pack,293.64,0
38,Medium,5,3,1,Combo Pack,773.64,1
43,Low,2,9,0,Plates,613.88,0
25,Low,5,9,0,Plates,1058.31,1
19,Low,3,9,1,Bowls,792.51,1
23,Medium,5,9,1,Trays,1066.22,1
45,Low,3,9,1,Bowls,798.18,1
46,Medium,2,2,1,Bowls,357.23,0
43,High,3,0,0,Plates,386.32,0
42,High,2,7,1,Plates,597.38,1
29,Medium,2,9,0,Trays,726.22,0
22,Low,4,9,1,Combo Pack,890.33,1
51,High,2,1,0,Bowls,258.34,0
54,High,3,0,1,Trays,450.9,0
32,Low,4,7,1,Bowls,785.2,1
53,Medium,4,6,0,Combo Pack,791.07,1
32,Low,2,6,1,Bowls,637.64,1
40,High,5,3,0,Spoons,719.25,0
23,High,5,8,0,Trays,958.74,1
38,Low,4,5,0,Plates,761.31,1
40,High,2,1,0,Bowls,405.9,0
33,Medium,5,0,0,Trays,541.53,0
32,High,2,0,1,Trays,292.49,0
42,Medium,2,8,0,Bowls,613.38,0
53,High,4,3,0,Plates,630.34,0
28,Low,4,4,0,Plates,701.71,0
32,Low,1,2,1,Bowls,257.27,0
21,Low,5,3,1,Trays,727.15,1
38,High,5,7,1,Plates,879.59,1
30,High,5,3,1,Bowls,753.85,1
39,High,3,8,1,Bowls,852.78,1
36,High,2,8,1,Bowls,645.14,1
51,Low,4,5,1,Trays,718.87,1
31,Low,5,1,0,Plates,675.13,0
21,Low,1,9,1,Trays,710.6,1
44,Low,5,6,1,Spoons,825.34,1
46,Low,2,8,1,Plates,691.56,1
45,Medium,2,5,1,Trays,564.16,1
52,Low,4,2,1,Plates,594.9,1
25,Low,3,6,1,Spoons,576.16,1
33,Low,4,4,0,Combo Pack,725.05,0
59,Low,5,0,0,Bowls,675.97,0
53,High,1,2,0,Trays,305.83,0
47,Medium,4,4,1,Spoons,648.44,1
35,High,3,6,1,Spoons,674.34,1
19,Medium,4,2,1,Plates,688.5,1
30,Low,2,5,1,Plates,595.5,1
21,Medium,5,4,1,Bowls,832.0,1
43,Low,5,0,1,Plates,617.82,1
42,Low,5,9,1,Trays,1016.94,1
47,Low,5,5,1,Trays,839.97,1
28,Low,5,7,1,Trays,946.1,1
24,Low,5,0,0,Combo Pack,627.48,0
